speaker,emotion,file_id,text,wav_path,npy_path
0011,Angry,0011_000390,In which fox loses a tail and its elder sister finds one.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000390.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000390.npy
0011,Angry,0011_000391,I chose the right way.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000391.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000391.npy
0011,Angry,0011_000392,She may mind ye of her.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000392.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000392.npy
0011,Angry,0011_000393,Story twenty nine a boy and a monkey.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000393.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000393.npy
0011,Angry,0011_000394,Take courage all isn't lost yet.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000394.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000394.npy
0011,Angry,0011_000395,The nastiest things they saw were the cobwebs.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000395.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000395.npy
0011,Angry,0011_000396,They'd never know I'd regular ran away.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000396.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000396.npy
0011,Angry,0011_000397,please excuse me.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000397.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000397.npy
0011,Angry,0011_000398,"You are not a runaway,who are you?",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000398.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000398.npy
0011,Angry,0011_000399,Then we all say aha!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000399.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000399.npy
0011,Angry,0011_000400,Rabbit gave dog a hurrying up sort of nudge.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000400.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000400.npy
0011,Angry,0011_000401,Said the American to Chinese.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000401.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000401.npy
0011,Angry,0011_000402,"From August eighteenth, of their divorce.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000402.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000402.npy
0011,Angry,0011_000403,He was still in the forest!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000403.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000403.npy
0011,Angry,0011_000404,Are you a regular darkey really?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000404.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000404.npy
0011,Angry,0011_000405,A deafening chirruping rent the air.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000405.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000405.npy
0011,Angry,0011_000406,Your midget wife never can sing a song.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000406.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000406.npy
0011,Angry,0011_000407,Hannibal came to see you.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000407.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000407.npy
0011,Angry,0011_000408,The octopus has eight legs.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000408.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000408.npy
0011,Angry,0011_000409,Zero four three a silver shilling is journey.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000409.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000409.npy
0011,Angry,0011_000410,That I am a born nurse.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000410.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000410.npy
0011,Angry,0011_000411,"Midyear is day, shire year.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000411.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000411.npy
0011,Angry,0011_000412,"Tom, went on eeyore gloomily.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000412.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000412.npy
0011,Angry,0011_000413,Asteroid three hundred and twenty five.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000413.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000413.npy
0011,Angry,0011_000414,And we are so thirsty!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000414.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000414.npy
0011,Angry,0011_000415,Tom could hardly speak for laughing.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000415.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000415.npy
0011,Angry,0011_000416,Shall we let barbara in?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000416.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000416.npy
0011,Angry,0011_000417,"I suppose no, it doesn't!",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000417.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000417.npy
0011,Angry,0011_000418,I do not eat bread.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000418.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000418.npy
0011,Angry,0011_000419,"Not much use is it, sam?",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000419.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000419.npy
0011,Angry,0011_000420,Tom now let our arrows fly!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000420.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000420.npy
0011,Angry,0011_000421,She was born on april nineteen forty three.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000421.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000421.npy
0011,Angry,0011_000422,"How are you, dear child?",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000422.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000422.npy
0011,Angry,0011_000423,how suspicious this fox.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000423.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000423.npy
0011,Angry,0011_000424,Come on my jack in the boxes!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000424.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000424.npy
0011,Angry,0011_000425,I'd far rather go without them than eat them!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000425.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000425.npy
0011,Angry,0011_000426,The hag looked in the stove.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000426.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000426.npy
0011,Angry,0011_000427,But I saw you walking.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000427.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000427.npy
0011,Angry,0011_000428,The art quite safe with me.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000428.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000428.npy
0011,Angry,0011_000429,All my gum tips gone as well.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000429.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000429.npy
0011,Angry,0011_000430,Then there was a report.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000430.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000430.npy
0011,Angry,0011_000431,And I never had a whooping cough why.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000431.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000431.npy
0011,Angry,0011_000432,A fair jaw cracker dwarf language must be!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000432.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000432.npy
0011,Angry,0011_000433,Be off now as quick as you may!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000433.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000433.npy
0011,Angry,0011_000434,By hook or by crook.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000434.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000434.npy
0011,Angry,0011_000435,Suppose I take grandmother a fresh vegetable.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000435.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000435.npy
0011,Angry,0011_000436,And tick a tack too.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000436.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000436.npy
0011,Angry,0011_000437,A hippo lives in the zoo.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000437.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000437.npy
0011,Angry,0011_000438,In my opinion that is a good idea!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000438.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000438.npy
0011,Angry,0011_000439,Let go of my top knot.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000439.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000439.npy
0011,Angry,0011_000440,And they did push so!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000440.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000440.npy
0011,Angry,0011_000441,We expected Tom would jump for joy.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000441.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000441.npy
0011,Angry,0011_000442,Does the one that wins get the crowned?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000442.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000442.npy
0011,Angry,0011_000443,To buy two pork chops.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000443.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000443.npy
0011,Angry,0011_000444,They found a cow grazing in a field.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000444.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000444.npy
0011,Angry,0011_000445,Aha what I have we here?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000445.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000445.npy
0011,Angry,0011_000446,I don't painted tiger.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000446.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000446.npy
0011,Angry,0011_000447,Confess that you opened the thirteenth door.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000447.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000447.npy
0011,Angry,0011_000448,Said the witch.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000448.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000448.npy
0011,Angry,0011_000449,I've hit the wrong nose.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000449.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000449.npy
0011,Angry,0011_000450,"Well anyhow it didn't rain, he said.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000450.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000450.npy
0011,Angry,0011_000451,"It's me piglit, help help!",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000451.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000451.npy
0011,Angry,0011_000452,"This is Jack, the relatives of Tom.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000452.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000452.npy
0011,Angry,0011_000453,The elephant and the carpenter is the longest.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000453.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000453.npy
0011,Angry,0011_000454,Here i am whom you seek.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000454.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000454.npy
0011,Angry,0011_000455,He was killed by an arrow.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000455.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000455.npy
0011,Angry,0011_000456,I guess it's a choice feast.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000456.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000456.npy
0011,Angry,0011_000457,Tom and Michael woke up next morning.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000457.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000457.npy
0011,Angry,0011_000458,The squire himself showed perfect.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000458.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000458.npy
0011,Angry,0011_000459,If they mother knew it.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000459.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000459.npy
0011,Angry,0011_000460,Act drop second act scene.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000460.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000460.npy
0011,Angry,0011_000461,We nightly dance our heyday guise.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000461.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000461.npy
0011,Angry,0011_000462,"Clown, to call him joey.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000462.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000462.npy
0011,Angry,0011_000463,Mister lawson saw george last night.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000463.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000463.npy
0011,Angry,0011_000464,A half pounds of flour and two ounces suet.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000464.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000464.npy
0011,Angry,0011_000465,"He might call it, for example.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000465.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000465.npy
0011,Angry,0011_000466,"No, I burst the balloon!",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000466.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000466.npy
0011,Angry,0011_000467,They were children of mine.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000467.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000467.npy
0011,Angry,0011_000468,Look out! said Alice.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000468.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000468.npy
0011,Angry,0011_000469,The owl flew into a bush.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000469.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000469.npy
0011,Angry,0011_000470,Our King George is labourers.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000470.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000470.npy
0011,Angry,0011_000471,Finn and fairy shoemaker.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000471.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000471.npy
0011,Angry,0011_000472,Am I an absolute pauper?,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000472.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000472.npy
0011,Angry,0011_000473,I am from towel land.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000473.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000473.npy
0011,Angry,0011_000474,"You know, answers to the name of Tom's son.",C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000474.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000474.npy
0011,Angry,0011_000475,To catch that bulrush root with my paw!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000475.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000475.npy
0011,Angry,0011_000476,this turn goes to the hill.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000476.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000476.npy
0011,Angry,0011_000477,Cos I know I had some honey.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000477.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000477.npy
0011,Angry,0011_000478,Put that rude grasshopper in jail!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000478.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000478.npy
0011,Angry,0011_000479,A large flat ferry boat was moored beside-it.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000479.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000479.npy
0011,Angry,0011_000480,And would spoil my joke.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000480.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000480.npy
0011,Angry,0011_000481,It must come sometimes to jam a day.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000481.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000481.npy
0011,Angry,0011_000482,I thank you for this mercy!,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000482.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000482.npy
0011,Angry,0011_000483,I smell the breath of an English.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000483.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000483.npy
0011,Angry,0011_000484,Rare rabbit had a little apron.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000484.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000484.npy
0011,Angry,0011_000485,I blinked my eyes hard.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000485.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000485.npy
0011,Angry,0011_000486,She has eaten the tapioca all of it.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000486.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000486.npy
0011,Angry,0011_000487,Let the glass globe be.,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000487.wav,C:\Users\JIYA KHANNA\OneDrive\Desktop\tts_emotion\synthetic_audio\0011\Angry\0011_000487.npy
